run_name,cluster,budget_half,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,verification_status,notes
hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_state_seed1703_p1,F,exploration,Adding richer teacher state targets may improve control-state transfer beyond plain logits/router matching.,teacherdistill-medium-direct-state,1703,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2ae7d68,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1302_p1/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_state.yaml,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_state_seed1703_p1,completed,no,false,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_state_seed1703_p1/summary.json,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_state_seed1703_p1/artifacts/phase7_verify/verification.json,base_verified,"Richer state/memory teacher targets were slightly worse than the simpler distillation branch: test overall=0.4219, route=0.4583, fq_acc=0.3015, fq_route=0.5247, fq_exit=99.94. This suggests the extra state targets did not improve the control/content tradeoff."
20260319_230609_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_sinkreadout,G,exploration,"If direct content repair needs sink-side capacity immediately, reopening sink+readout from the partial-init source should improve accuracy without destroying routing.",partialinit-coremem-train-sinkreadout,1725,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,promoted,2ae7d68,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1/hybrid_es_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_sinkreadout.yaml,results/phase7_dev/20260319_230609_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_sinkreadout,completed,no,true,Immediate sink-side reopening destroyed base-branch final-query routing.,results/phase7_dev/20260319_230609_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_sinkreadout/summary.json,results/phase7_dev/20260319_230609_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_sinkreadout/artifacts/phase7_verify/verification.json,base_verified+confirm_verified,"Base verify collapsed to early exit: 0.3933/0.2791/0.2557/0.0000/9.14. Locked confirmations still had near-perfect delayed routes, which implies the sink-side training itself destroys the main-branch route while the transferred latent structure remains present."
20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly,G,exploration,"If the transferred keepalive basin is already in memory/control, training only the readout should preserve late routing while testing whether content decoding is the real missing piece.",partialinit-coremem-train-readoutonly,1724,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,promoted,2ae7d68,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1/hybrid_es_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly.yaml,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly,completed,no,false,,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly/summary.json,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly/artifacts/phase7_verify/verification.json,base_verified+confirm_verified,"This is the key preservation source for the new stage-2 experiments. Trainer test was 0.1943/0.4596/0.2701/0.2533/85.56, while independent base verify was 0.1890/0.4426/0.2465/0.2397/86.71 and locked confirmations preserved near-perfect delayed routing at 126.4 exit time."
20260319_230845_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,G,exploration,Two-stage repair might preserve the readout-only delayed-route basin while lifting content with a later sink/readout reopening.,partialinit-readoutthen-sinkreadout-invalid,1726,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2ae7d68,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.yaml,results/phase7_dev/20260319_230845_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,completed,no,true,"Invalid run: config-level resume was ignored before the resume override fix, so this started from scratch.",results/phase7_dev/20260319_230845_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout/summary.json,,unverified,"This run looked like a hard negative, but it is not scientifically valid because the old main() logic overwrote YAML resume with null unless --resume was passed. It started from step 0 and should only be used as the clue that exposed the resume bug."
20260319_231130_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,G,exploration,"With resume semantics fixed, two-stage sink/readout repair from the readout-only preservation source may improve accuracy while keeping enough late-route structure alive.",partialinit-readoutthen-sinkreadout,1726,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,promoted,2ae7d68,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.yaml,results/phase7_dev/20260319_231130_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,completed,no,false,,results/phase7_dev/20260319_231130_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout/summary.json,results/phase7_dev/20260319_231130_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout/artifacts/phase7_verify/verification.json,base_verified,"Corrected resume run started from checkpoint step 23 and preserved the basin while lifting base accuracy. Best val=0.4917/0.4468/0.2701/0.2443/86.96, independent base verify=0.4915/0.4508/0.2493/0.2346/87.86. This is the first scientifically valid two-stage direct-entry repair in the partial-init family."
20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryonly,G,exploration,"If memory is the real repair lever after preserving the basin with readout-only training, a second stage that reopens only memory should preserve routing better than sink-side reopening.",partialinit-readoutthen-memoryonly,1727,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2ae7d68,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryonly.yaml,results/phase7_dev/20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryonly,completed,unknown,false,,results/phase7_dev/20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryonly/summary.json,results/phase7_dev/20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryonly/artifacts/phase7_verify/verification.json,base_verified,"Active scout. First meaningful validation at step 119 was 0.1978/0.4604/0.2592/0.2651/90.01 with premature_exit_rate 0.5650, which preserves route slightly better than the sink/readout branch but is much weaker on overall accuracy so far."
20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,G,exploration,Exact same-seed rerun checks whether the corrected two-stage sink/readout repair is reproducible before promoting it further.,partialinit-readoutthen-sinkreadout-rerun,1726,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,rerun,2ae7d68,results/phase7_dev/20260319_230610_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_train_readoutonly/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.yaml,results/phase7_dev/20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,completed,yes,false,,results/phase7_dev/20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout/summary.json,results/phase7_dev/20260319_231518_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout/artifacts/phase7_verify/verification.json,base_verified,"Exact rerun matched the corrected two-stage repair bit-for-bit on best-val and base verify. Best val again was 0.4917/0.4468/0.2701/0.2443/86.96, and independent base verify reproduced at about 0.4915/0.4508/0.2493/0.2346/87.86."
20260319_231739_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.yaml,results/phase7_dev/20260319_231739_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,completed,unknown,false,,results/phase7_dev/20260319_231739_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly/summary.json,results/phase7_dev/20260319_231739_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4004, route=0.4517, fq_acc=0.2622, fq_route=0.2433, fq_exit=86.96."
20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory,,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory.yaml,results/phase7_dev/20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory,completed,unknown,false,,results/phase7_dev/20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory/summary.json,results/phase7_dev/20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemory/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.3887, route=0.4526, fq_acc=0.2661, fq_route=0.2334, fq_exit=84.18."
20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.yaml,results/phase7_dev/20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,completed,unknown,false,,results/phase7_dev/20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly/summary.json,results/phase7_dev/20260319_232031_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4004, route=0.4517, fq_acc=0.2622, fq_route=0.2433, fq_exit=86.96."
20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout,,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout.yaml,results/phase7_dev/20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout,completed,unknown,false,,results/phase7_dev/20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout/summary.json,results/phase7_dev/20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_memoryreadout/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.2363, route=0.4551, fq_acc=0.2661, fq_route=0.2473, fq_exit=88.09."
20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout,,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout.yaml,results/phase7_dev/20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout,completed,unknown,false,,results/phase7_dev/20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout/summary.json,results/phase7_dev/20260319_232344_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkmemoryreadout/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.2705, route=0.4531, fq_acc=0.2681, fq_route=0.2483, fq_exit=84.89."
20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1732,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,1732,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1732.yaml,results/phase7_dev/20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1732,completed,unknown,false,,results/phase7_dev/20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1732/summary.json,results/phase7_dev/20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1732/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4160, route=0.4502, fq_acc=0.2711, fq_route=0.2334, fq_exit=86.85."
20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1733,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,1733,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1733.yaml,results/phase7_dev/20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1733,completed,unknown,false,,results/phase7_dev/20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1733/summary.json,results/phase7_dev/20260319_232740_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1733/artifacts/phase7_verify/verification.json,base_verified+locked_verified,"Auto-imported summary: overall=0.4961, route=0.4585, fq_acc=0.2642, fq_route=0.2562, fq_exit=88.46."
20260319_233111_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1735,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,1735,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1735.yaml,results/phase7_dev/20260319_233111_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1735,completed,unknown,false,,results/phase7_dev/20260319_233111_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1735/summary.json,results/phase7_dev/20260319_233111_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1735/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4658, route=0.4595, fq_acc=0.2721, fq_route=0.2612, fq_exit=87.23."
20260319_233112_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1734,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout,1734,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1734.yaml,results/phase7_dev/20260319_233112_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1734,completed,unknown,false,,results/phase7_dev/20260319_233112_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1734/summary.json,results/phase7_dev/20260319_233112_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkreadout_seed1734/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.5034, route=0.4512, fq_acc=0.2661, fq_route=0.2483, fq_exit=87.43."
20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1732,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,1732,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1732.yaml,results/phase7_dev/20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1732,completed,unknown,false,,results/phase7_dev/20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1732/summary.json,results/phase7_dev/20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1732/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4746, route=0.4419, fq_acc=0.2661, fq_route=0.2344, fq_exit=86.43."
20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1733,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,1733,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1733.yaml,results/phase7_dev/20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1733,completed,unknown,false,,results/phase7_dev/20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1733/summary.json,results/phase7_dev/20260319_233347_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1733/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4980, route=0.4429, fq_acc=0.2661, fq_route=0.2413, fq_exit=83.52."
20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1734,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,1734,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1734.yaml,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1734,completed,unknown,false,,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1734/summary.json,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1734/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.4893, route=0.4512, fq_acc=0.2642, fq_route=0.2483, fq_exit=87.43."
20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1735,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly,1735,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,seed-panel,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1735.yaml,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1735,completed,unknown,false,,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1735/summary.json,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1735/artifacts/phase7_verify/verification.json,base_verified+locked_verified,"Auto-imported summary: overall=0.5073, route=0.4565, fq_acc=0.2632, fq_route=0.2493, fq_exit=86.83."
20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr_seed1735,G,exploration,Auto-generated phase-7 ledger entry for hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr.,hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr,1735,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr_seed1735.yaml,results/phase7_dev/20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr_seed1735,completed,unknown,false,,results/phase7_dev/20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr_seed1735/summary.json,results/phase7_dev/20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_lowlr_seed1735/artifacts/phase7_verify/verification.json,base_verified,"Auto-imported summary: overall=0.5093, route=0.4561, fq_acc=0.2582, fq_route=0.2532, fq_exit=85.57."
20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_seed1735,G,exploration,A longer second-stage sink-only continuation may improve base accuracy without needing readout reopening if sink_proj is the main repair lever.,partialinit-readoutthen-sinkonly-longer,1735,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2ae7d68,results/phase7_dev/20260319_233633_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_seed1735/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_seed1735.yaml,results/phase7_dev/20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_seed1735,completed,yes,false,,results/phase7_dev/20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_seed1735/summary.json,results/phase7_dev/20260319_234157_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_readoutthen_sinkonly_longer_seed1735/artifacts/phase7_verify/verification.json,base_verified+locked_verified,Best/test 0.5225/0.4575/0.2572/0.2522/85.85 and 0.5251/0.4671/0.2574/0.2553/86.14. Independent base verify 0.5186/0.4538/0.2594/0.2373/84.55; locked confirms remained near-perfect delayed-route.
