run_name,cluster,budget_half,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,teacher_source,teacher_channels,release_schedule,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,verification_status,notes
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1880_p1,B,fruitful,"If the 1874 teacher-seeded basin-entry recipe generalizes beyond two seeds, additional nearby seeds under the same strong-teacher wait/release-only longrelease+delayed-dropout schedule should also show the delayed-route takeoff.",teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc,1880,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,wait_release_only,longrelease_delayed_dropout_selectacc,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1880.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1880_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1880_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Base overall=0.2568, fq_acc=0.2667, fq_route=0.0221, fq_exit=121.68. Full-locked fq_route=0.0000, fq_exit=127.00. Finalquery-heavy fq_route=0.0000."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1881_p1,B,fruitful,"If the 1874 teacher-seeded basin-entry recipe generalizes beyond two seeds, additional nearby seeds under the same strong-teacher wait/release-only longrelease+delayed-dropout schedule should also show the delayed-route takeoff.",teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc,1881,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,wait_release_only,longrelease_delayed_dropout_selectacc,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1881.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1881_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1881_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Base overall=0.2559, fq_acc=0.2640, fq_route=0.9840, fq_exit=127.00. Full-locked fq_route=0.0000, fq_exit=127.00. Finalquery-heavy fq_route=0.0000."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_fullroute_upperbound_selectacc_seed1872_p1,B,fruitful,"If weak content in teacher-seeded basin entry is mainly caused by narrow wait/release supervision, a medium-source full-route upper-bound teacher should improve basin entry or content beyond the wait/release-only medium-teacher baseline.",teacher_medium_fullroute_upperbound_selectacc,1872,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,full_route_upper_bound,annealed_release_selectacc,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_fullroute_upperbound_selectacc_seed1872.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_fullroute_upperbound_selectacc_seed1872_p1,stopped_early,,true,medium_fullroute_upper_bound_stayed_in_pure_wait_trap_with_zero_final_query_routing,,,unverified,"Stopped after the scout cleanly answered the upper-bound question. Best checkpoint at step 119 still had overall=0.2549, fq_acc=0.2562, fq_route=0.0, fq_exit=124.12, so even full-route teacher supervision on the medium source did not escape the pure-wait trap."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_control_anneal_seed1864_p1,B,fruitful,"If control-state supervision helps only when paired with an already route-faithful medium teacher, the medium-source wait/release+control variant should hold or improve delayed-route structure relative to the 1821 wait/release-only line instead of collapsing the basin.",teacher_medium_waitrelease_control_anneal,1864,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+control_prob+wait_prob+release_prob+control_state,"scale 1.0->0.0 over 512 steps, stop at 560, select by fq route",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_control_anneal_seed1864.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_control_anneal_seed1864_p1,completed,retired_early,false,,,,unverified,"Source-matched medium-teacher wait/release+control scout was stopped early at step 134 after five validation windows stayed in a pure-wait trap. Latest val step 119: overall=0.2495, fq_acc=0.2532, fq_route=0.0000, fq_exit=125.97. This matches the earlier control-state failure mode: maximal delay without basin entry."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_anneal_seed1868_p1,B,fruitful,"If the medium teacher itself is sufficient and control-state supervision is the actual failure mode, the source-matched medium wait/release-only annealed variant should recover delayed-route structure that 1864 could not find.",teacher_medium_waitrelease_only_anneal,1868,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,annealed teacher over the same medium source without control-state channels,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_anneal_seed1868.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_anneal_seed1868_p1,completed,retired_early,false,,,,unverified,"Source-matched medium wait/release-only annealed scout was stopped early at step 257 after it had already answered the main ablation question. Best validation before stop was step 191: overall=0.3813, fq_acc=0.2483, fq_route=0.8054, fq_exit=117.64. Removing control-state clearly helps relative to 1864, but the plain annealed medium schedule still drifts later."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_p1,B,fruitful,A medium route-faithful teacher may be sufficient for basin entry if wait/release-only supervision and long-release scheduling are enough.,medium_teacher_waitrelease_only_longrelease_selectacc,1821,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq accuracy",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_p1,completed,raw_match,false,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_p1/summary.json,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/artifacts/phase8_verify/verification.json,locked_confirm_verified,"Original 1821 medium-teacher basin-entry run is now backed by exact rerun seed1821_rerun1 and locked confirms. Verified teacher-free metrics via rerun artifact: base overall=0.6266, fq_acc=0.2807, fq_route=0.9198, fq_exit=121.99; full_locked 0.6149/0.2560/0.8329/116.34; finalquery_heavy 0.4040/0.2607/0.8264/115.59; longdistance 0.4430/0.2383/0.8082/143.40."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,B,fruitful,Exact same-seed rerun for the first medium-teacher wait/release-only long-release basin-entry recipe.,medium_teacher_waitrelease_only_longrelease_selectacc_rerun,1821,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq accuracy",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,completed,raw_match,false,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/summary.json,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/artifacts/phase8_verify/verification.json,locked_confirm_verified,"Exact same-seed rerun matched the original through the original best checkpoint at step 263 and phase8 verify now confirms the teacher-free checkpoint on base plus all three locked settings: base overall=0.6266, fq_acc=0.2807, fq_route=0.9198, fq_exit=121.99; full_locked=0.6149/0.2560/0.8329/116.34; finalquery-heavy=0.4040/0.2607/0.8264/115.59; longdistance=0.4430/0.2383/0.8082/143.40."
hard_st_b_v2_controlsticky_keepalive_teacher_transfer_waitrelease_only_anneal_seed1871_p1,B,fruitful,"If a merely route-faithful transfer-style teacher is sufficient for basin entry, transfer-source wait/release-only supervision should seed delayed final-query routing without needing the strongest keepalive teacher.",teacher_transfer_waitrelease_only_anneal,1871,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/20260320_163404_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_sinkonlylonger_to_sinkreadout_seed1735,wait_release_only,annealed_release,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_transfer_waitrelease_only_anneal_seed1871.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_transfer_waitrelease_only_anneal_seed1871_p1,stopped_early,,true,transfer_waitrelease_only_failed_to_enter_basin_and_stayed_near_pure_wait_with_trace_route_noise,,,unverified,"Stopped after the scout answered the weaker-teacher question cleanly enough. By step 95 it had overall=0.2451, fq_acc=0.2512, fq_route=0.0089, fq_exit=107.71, which is far below the early 1874 basin-entry trajectory and not a useful route-faithful regime."
hard_st_b_v2_controlsticky_keepalive_teacher_transfer_waitrelease_only_longrelease_selectacc_seed1861_p1,B,fruitful,"If a strong transfer-style route-faithful but content-weak teacher is sufficient for basin entry, wait/release-only supervision from that teacher should already create delayed-routing structure without needing the perfect keepalive teacher.",teacher_transfer_waitrelease_only_longrelease_selectacc,1861,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/20260320_163404_hard_st_benchmark_b_v2_controlsticky_keepalive_partialinit_coremem_sinkonlylonger_to_sinkreadout_seed1735,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq accuracy",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_transfer_waitrelease_only_longrelease_selectacc_seed1861.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_transfer_waitrelease_only_longrelease_selectacc_seed1861_p1,completed,retired_early,false,,,,unverified,"Transfer-style teacher scout was stopped early at step 551 after repeated collapse from its early delayed-route peak. Latest val: overall=0.5034, fq_acc=0.2403, fq_route=0.0040, fq_exit=24.53, route_match=0.3472. This does not support the claim that a merely route-faithful transfer teacher is sufficient under this wait/release-only long-release schedule."
hard_st_b_v2_controlsticky_keepalive_teacher_weak_waitrelease_only_longrelease_selectacc_seed1862_p1,B,fruitful,"If teacher source strength is not actually the bottleneck, a weaker route-positive source should still seed delayed-routing structure under the same wait/release-only long-release schedule.",teacher_weak_waitrelease_only_longrelease_selectacc,1862,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1305_p1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq accuracy",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_weak_waitrelease_only_longrelease_selectacc_seed1862.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_weak_waitrelease_only_longrelease_selectacc_seed1862_p1,completed,retired_early,false,,,,unverified,"Weak-source scout was stopped early at step 312 after six validation windows remained route-dead. Latest val: overall=0.2908, fq_acc=0.2532, fq_route=0.0000, fq_exit=77.30, route_match=0.0913. This is an early retirement note, not a promoted negative conclusion."
panel_hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seeds1874_1878_1879_1880_1881,B,fruitful,Aggregate five-seed panel for the promoted strong-teacher basin-entry recipe.,teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_5seed_panel,"1874,1878,1879,1880,1881",train_seed=11,val_seed=101,test_seed=1001,locked_phase8_confirms,seed-panel,9f14d85,,,,,,,completed,,false,,,,confirmed_panel_base_plus_locked,"base: overall=0.4410, fq_acc=0.3243, fq_route=0.7326, fq_exit=122.74; full_locked: overall=0.4065, fq_acc=0.2615, fq_route=0.5225, fq_exit=120.73; finalquery_heavy: overall=0.3189, fq_acc=0.2603, fq_route=0.5252, fq_exit=120.96; longdistance: overall=0.3400, fq_acc=0.2574, fq_route=0.5185, fq_exit=150.98"
hard_st_b_v2_teacher1802_refine_memoryonly_seed1813_p1c,C,fruitful,"After teacher-seeded route-faithful basin entry, reopening memory alone may be the smallest content-recovery step that preserves the late-route basin.",teacher1802_memoryonly_recovery,1813,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_anneal_seed1802_p1/hard_st_best.pt,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1802_refine_memoryonly.yaml,results/phase8_dev/hard_st_b_v2_teacher1802_refine_memoryonly_seed1813_p1c,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1802_refine_memoryonly_seed1813_p1c/summary.json,,partial_negative,"Completed after resume/config fixes. Memory-only reopening from the 1802 route-faithful teacher-seeded source failed to preserve the basin: best-val overall=0.2539, fq_acc=0.2582, fq_route=0.0000, fq_exit=28.91; test overall=0.2464, fq_acc=0.2460, fq_route=0.0000, fq_exit=28.74."
hard_st_b_v2_teacher1802_refine_memoryreadout_seed1814_p1,C,fruitful,"If memory-only reopening is too small, memory plus readout may be the minimal content repair after teacher-seeded basin entry.",teacher1802_memoryreadout_recovery,1814,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_anneal_seed1802_p1/hard_st_best.pt,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1802_refine_memoryreadout.yaml,results/phase8_dev/hard_st_b_v2_teacher1802_refine_memoryreadout_seed1814_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1802_refine_memoryreadout_seed1814_p1/summary.json,,partial_negative,"Completed. Memory+readout reopening also failed to preserve the teacher-seeded route basin: best-val overall=0.2578, fq_acc=0.2711, fq_route=0.0000, fq_exit=21.23."
hard_st_b_v2_teacher1802_refine_sinkcore_seed1815_p1,C,fruitful,"If small reopenings fail after teacher-seeded basin entry, sinkcore reopening may be the smallest content repair large enough to retain late-route structure.",teacher1802_sinkcore_recovery,1815,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_anneal_seed1802_p1/hard_st_best.pt,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1802_refine_sinkcore.yaml,results/phase8_dev/hard_st_b_v2_teacher1802_refine_sinkcore_seed1815_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1802_refine_sinkcore_seed1815_p1/summary.json,,partial_negative,"Completed. Sinkcore reopening briefly inherited a route-faithful basin at val step 95 (fq_route=0.9980, fq_exit=126.98) but the selected checkpoint still collapsed to fq_route=0.0000. Best-val overall=0.2559, fq_acc=0.2582, fq_route=0.0000, fq_exit=16.25; test overall=0.2568, fq_acc=0.2667, fq_route=0.0000, fq_exit=16.67."
hard_st_b_v2_teacher1821_refine_memoryonly_longer_lowlr_seed1844_p1,C,fruitful,"If the apparent advantage of the 1842 memory+readout branch is mostly coming from extra budget, a fair longer lower-LR memory-only comparator should reveal whether reopening readout is actually necessary after the 1821 teacher-seeded basin entry.",teacher1821_memoryonly_recovery_longer_lowlr,1844,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryonly_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryonly_longer_lowlr_seed1844_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryonly_longer_lowlr_seed1844_p1/summary.json,,unverified,"Completed the fair tuned memory-only comparator to 1842. It stayed route-faithful but was weaker than the memory+readout branch on both overall and final-query content: summary test overall=0.6354, route=0.8151, fq_acc=0.2894, fq_route=0.8870, fq_exit=120.69."
hard_st_b_v2_teacher1821_refine_memoryonly_seed1831_p1,C,fruitful,"Once the verified 1821 teacher-seeded source enters a route-faithful basin, a small reopen may restore content quality without losing routing.",teacher1821_memoryonly_recovery,1831,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryonly.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryonly_seed1831_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryonly_seed1831_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryonly_seed1831_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed scout. Independent verify on the selected checkpoint gives overall=0.6250, route=0.8187, fq_acc=0.2841, fq_route=0.9004, fq_exit=121.33. The run briefly improved content more at step 311 before collapsing, so this is a real but weaker recovery line than memory+readout."
hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_p1,C,fruitful,"If the strongest reproducible small-reopen recovery from the verified 1821 teacher-seeded source is still under-optimized, a longer lower-LR memory+readout refinement may recover more content without losing the route-faithful basin.",teacher1821_memoryreadout_recovery_longer_lowlr,1842,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_p1/artifacts/phase8_verify/verification.json,confirmed_panel_base_plus_locked,"Completed the longer lower-LR follow-up on the strongest reproducible 1821 memory+readout recovery. Exact rerun 1842_rerun1 matched exactly on raw test. Independent verify now has labeled base/full_locked/finalquery_heavy/longdistance confirms; base verify is overall=0.6436, route=0.8286, fq_acc=0.3002, fq_route=0.9104, fq_exit=121.93. This run now anchors a five-seed promoted panel that stays in the same route-faithful/content-improved regime."
hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_rerun1,C,fruitful,"If the 1842 content gain is real rather than a selection artifact, the exact same-seed rerun should return to the same 1821 route-faithful/content-improved regime.",teacher1821_memoryreadout_recovery_longer_lowlr_rerun,1842,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_rerun1,completed,raw_match,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_rerun1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1842_rerun1/artifacts/phase8_verify/verification.json,confirm_verified,"Exact same-seed rerun for 1842 matched the original raw summary exactly on test: overall=0.6670, route=0.8330, fq_acc=0.3275, fq_route=0.9278, fq_exit=123.17. Rerun confirm rewrite completed with labeled splits."
hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1845_p1,C,fruitful,"If the 1842 branch is genuinely reproducible across seeds rather than just same-seed reruns, the first promoted panel member should land near the same route-faithful/content-improved regime.",teacher1821_memoryreadout_recovery_longer_lowlr_panel,1845,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,promoted,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1845.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1845_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1845_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1845_p1/artifacts/phase8_verify/verification.json,confirm_verified,"First promoted seed-panel member for the 1842 branch completed in the same regime and now has labeled base/full_locked/finalquery_heavy/longdistance confirms. Base verify: overall=0.6536, fq_acc=0.3235, fq_route=0.9240, fq_exit=122.69."
hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1846_p1,C,fruitful,"If the 1842 branch is genuinely reproducible across seeds rather than just same-seed reruns, the second promoted panel member should also land in the same route-faithful/content-improved basin.",teacher1821_memoryreadout_recovery_longer_lowlr_panel,1846,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,promoted,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1846.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1846_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1846_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1846_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Second promoted seed-panel member for the 1842 branch also completed in-regime and now has labeled confirms. Base verify: overall=0.6511, fq_acc=0.3172, fq_route=0.9119, fq_exit=122.05."
hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1847_p1,C,fruitful,"If the 1842 branch is genuinely reproducible across seeds rather than just same-seed reruns, the third promoted panel member should stay in the same route-faithful/content-improved basin.",teacher1821_memoryreadout_recovery_longer_lowlr_panel,1847,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,promoted,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1847.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1847_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1847_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1847_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Third promoted seed-panel member completed in-regime and independently verified. Base verify: overall=0.6445, fq_acc=0.3085, fq_route=0.9046, fq_exit=122.00; full_locked fq_route=0.8123."
hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1848_p1,C,fruitful,"If the 1842 branch is genuinely reproducible across seeds rather than just same-seed reruns, the fourth promoted panel member should stay in the same route-faithful/content-improved basin.",teacher1821_memoryreadout_recovery_longer_lowlr_panel,1848,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,promoted,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1848.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1848_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1848_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_longer_lowlr_seed1848_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Fourth promoted seed-panel member completed in-regime and independently verified. Base verify: overall=0.6365, fq_acc=0.2930, fq_route=0.9080, fq_exit=121.88; full_locked fq_route=0.8061."
