run_name,cluster,bucket,source_family,seed,split_ids,status,commit,parent_checkpoint,route_anchor,content_teacher,memory_router_control_frozen,trainable_components,aux_or_distill_targets,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_hardslice_fqhld_selectlexi_seed18051_p1,C,training-contract,1874,18051,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,hard-slice finalqueryheavy+longdistance selector on sidecar channel,,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed18052_p1,C,training-contract,1874,18052,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel,,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_payloadaux040_fqonly_seed18045_p1,C,training-contract,1874,18045,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,payload aux 0.40 final_query_only on sidecar channel,,,,,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_queryaux025_fqonly_seed18046_p1,C,training-contract,1874,18046,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_query_head+readout,query aux 0.25 final_query_only on sidecar channel,,,,,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_protopull010_fqonly_seed18047_p1,C,training-contract,1874,18047,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,readout prototype pull 0.10 on sidecar channel,,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_dualanchor16081_base_seed18043_p1,D,training-contract,1874,18043,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),,,,,3120272,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_dualanchor16081_hardslice_fqhld_selectlexi_seed18044_p1,D,training-contract,1874,18044,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + hard-slice selector,,,,,3120272,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_dualanchor16081_payloadaux040_fqonly_seed18055_p1,D,training-contract,1874,18055,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40,,,,,3120788,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_dualanchor16081_queryaux025_fqonly_seed18056_p1,D,training-contract,1874,18056,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+factorized_query_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + query aux 0.25,,,,,3120788,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_base_seed18053_p1,D,training-contract,1874,18053,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_hardslice_fqhld_selectlexi_seed18054_p1,D,training-contract,1874,18054,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + hard-slice selector on sidecar channel,,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_seed18057_p1,D,training-contract,1874,18057,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel,,,,,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_queryaux025_fqonly_seed18058_p1,D,training-contract,1874,18058,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_query_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + query aux 0.25 on sidecar channel,,,,,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_teacher16081_contentmse010_fqonly_seed18059_p1,C,training-contract,1874,18059,base+full_locked+finalquery_heavy+longdistance,completed,3163652,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only on final_sink_state sidecar,best_val dqf 0.9960/0.9484/122.22 ; full_locked dqf 1.0000/0.9384/120.90 ; finalquery_heavy dqf 0.9982/0.9412/121.40 ; longdistance dqf 0.9965/0.9418/151.95,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 3-1 and reduced late_wrong_content from 3 to 1,3219344,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_seed18060_p1,D,training-contract,1874,18060,base+full_locked+finalquery_heavy+longdistance,completed,3163652,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar,best_val dqf 0.9980/0.9513/122.35 ; full_locked dqf 0.9981/0.9412/121.56 ; finalquery_heavy dqf 0.9994/0.9455/121.73 ; longdistance dqf 0.9965/0.9556/154.12,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 3-1 and reduced late_wrong_content from 3 to 1,3219344,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_teacher16081_contentmse010_fqonly_seed18059_rerun1_p1,C,training-contract,1874,18059,base+full_locked+finalquery_heavy+longdistance,completed,3163652,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only on final_sink_state sidecar exact same-seed rerun,best_val dqf 0.9960/0.9484/122.22 ; full_locked dqf 1.0000/0.9384/120.90 ; finalquery_heavy dqf 0.9982/0.9412/121.40 ; longdistance dqf 0.9965/0.9418/151.95,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18059 summary slices exactly and clears the rerun gate into locked confirm,3219344,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_seed18060_rerun1_p1,D,training-contract,1874,18060,base+full_locked+finalquery_heavy+longdistance,completed,3163652,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar exact same-seed rerun,best_val dqf 0.9980/0.9513/122.35 ; full_locked dqf 0.9981/0.9412/121.56 ; finalquery_heavy dqf 0.9994/0.9455/121.73 ; longdistance dqf 0.9965/0.9556/154.12,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18060 summary slices exactly and clears the rerun gate into locked confirm,3219344,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_teacher16081_contentmse010_fqonly_seed18059_confirm1,C,training-contract,1874,18059,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,be17b53,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_teacher16081_contentmse010_fqonly_seed18059_rerun1_p1/hard_st_best.pt,16045,16081,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18059,full_locked overall/dqf 0.6527/0.2874/0.8850/116.22 ; finalquery_heavy 0.4427/0.2972/0.8789/115.56 ; longdistance 0.5260/0.3303/0.8868/145.62,confirm_ceiling_stable,locked confirm preserved the late-route regime but fell back to the old held-confirm content ceiling,3219344,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_seed18060_confirm1,D,training-contract,1874,18060,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,be17b53,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_seed18060_rerun1_p1/hard_st_best.pt,16045,16081,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18060,full_locked overall/dqf 0.6527/0.2874/0.8850/116.22 ; finalquery_heavy 0.4427/0.2972/0.8789/115.56 ; longdistance 0.5260/0.3303/0.8868/145.62,confirm_ceiling_stable,locked confirm preserved the late-route regime but fell back to the old held-confirm content ceiling,3219344,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed18052_p1,C,training-contract,1874,18052,base+full_locked+finalquery_heavy+longdistance,completed,9e72456,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel,best_val dqf 0.9971/0.9805/68.74 ; full_locked dqf 0.9941/0.9688/71.19 ; finalquery_heavy dqf 0.9985/0.9463/99.00 ; longdistance dqf 0.9966/0.9585/113.17,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 3-2 over 5 disagreements and reduced late_wrong_content_any_route from 3 to 2,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_seed18057_p1,D,training-contract,1874,18057,base+full_locked+finalquery_heavy+longdistance,completed,9e72456,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel,best_val dqf 0.9980/0.9639/67.28 ; full_locked dqf 0.9995/0.9678/70.92 ; finalquery_heavy dqf 0.9985/0.9609/100.61 ; longdistance dqf 0.9980/0.9619/113.56,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 5-1 over 6 disagreements,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_seed18057_rerun1_p1,D,training-contract,1874,18057,base+full_locked+finalquery_heavy+longdistance,completed,a6920e4,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel exact same-seed rerun,best_val dqf 0.9980/0.9639/67.28 ; full_locked dqf 0.9995/0.9678/70.92 ; finalquery_heavy dqf 0.9985/0.9609/100.61 ; longdistance dqf 0.9980/0.9619/113.56,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18057 summary slices exactly with max_diff=0.0,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed18052_rerun1_p1,C,training-contract,1874,18052,base+full_locked+finalquery_heavy+longdistance,completed,2adc818,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel exact same-seed rerun,best_val dqf 0.9971/0.9805/68.74 ; full_locked dqf 0.9941/0.9688/71.19 ; finalquery_heavy dqf 0.9985/0.9463/99.00 ; longdistance dqf 0.9966/0.9585/113.17,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18052 summary slices exactly with max_diff=0.0,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed18052_confirm1,C,training-contract,1874,18052,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,69d684e,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed18052_rerun1_p1/hard_st_best.pt,16045,16081,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18052,full_locked overall/dqf 0.6592/0.3001/0.8797/116.14 ; finalquery_heavy 0.4515/0.3083/0.8785/115.97 ; longdistance 0.5316/0.3381/0.8799/145.07,confirm_panel_candidate,locked confirm preserved the late-route regime and slightly improved held-confirm content over 18057; preserve as a secondary panel root,3219344,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_seed18057_confirm1,D,training-contract,1874,18057,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,a6920e4,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_seed18057_rerun1_p1/hard_st_best.pt,16045,16081,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18057,full_locked overall/dqf 0.6589/0.2995/0.8797/116.14 ; finalquery_heavy 0.4512/0.3079/0.8785/115.97 ; longdistance 0.5316/0.3381/0.8799/145.07,confirm_panel_candidate,locked confirm preserved the late-route regime and delivered a modest held-confirm content lift versus the old ceiling; promote to seed panel,3219860,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_panel18057_seed18157_p1,D,training-contract,1874,18157,base+full_locked+finalquery_heavy+longdistance,completed,9f4f64c,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel seed-panel root 18057,best_val dqf 0.9990/0.9474/121.94 ; full_locked dqf 0.9990/0.9486/122.22 ; finalquery_heavy dqf 0.9971/0.9394/121.11 ; longdistance dqf 0.9966/0.9390/151.85,panel_seed_complete,first completed 18057 panel seed; hold for five-seed aggregation,3219860,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_panel18057_seed18158_p1,D,training-contract,1874,18158,base+full_locked+finalquery_heavy+longdistance,completed,514bf6d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel seed-panel root 18057,best_val dqf 0.9956/0.9364/120.92 ; full_locked dqf 0.9990/0.9356/120.81 ; finalquery_heavy dqf 0.9961/0.9388/120.86 ; longdistance dqf 0.9966/0.9349/151.28,panel_seed_complete,second completed 18057 panel seed; hold for five-seed aggregation,3219860,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_panel18057_seed18159_p1,D,training-contract,1874,18159,base+full_locked+finalquery_heavy+longdistance,completed,69d684e,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel seed-panel root 18057,best_val dqf 0.9980/0.9404/121.45 ; full_locked dqf 0.9971/0.9430/121.35 ; finalquery_heavy dqf 0.9990/0.9369/120.73 ; longdistance dqf 0.9985/0.9536/154.00,panel_seed_complete,third completed 18057 panel seed; hold for five-seed aggregation,3219860,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_panel18057_seed18160_p1,D,training-contract,1874,18160,base+full_locked+finalquery_heavy+longdistance,completed,d02f9ea,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel seed-panel root 18057,best_val dqf 0.9966/0.9305/120.37 ; full_locked dqf 0.9976/0.9430/121.44 ; finalquery_heavy dqf 0.9956/0.9400/121.27 ; longdistance dqf 0.9956/0.9439/152.28,panel_seed_complete,fourth completed 18057 panel seed; hold for five-seed aggregation,3219860,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_dualanchor16081_payloadaux040_fqonly_panel18057_seed18161_p1,D,training-contract,1874,18161,base+full_locked+finalquery_heavy+longdistance,completed,63823b2,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor + payload aux 0.40 on sidecar channel seed-panel root 18057,best_val dqf 0.9971/0.9374/121.20 ; full_locked dqf 0.9976/0.9421/121.47 ; finalquery_heavy dqf 0.9956/0.9437/121.53 ; longdistance dqf 0.9941/0.9550/153.72,panel_seed_complete,fifth completed 18057 panel seed; five-seed panel is now ready for aggregation,3219860,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel18052_seed18152_p1,C,training-contract,1874,18152,base+full_locked+finalquery_heavy+longdistance,completed,4b36261,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel seed-panel root 18052,best_val dqf 0.9995/0.9394/121.24 ; full_locked dqf 0.9985/0.9384/121.02 ; finalquery_heavy dqf 1.0000/0.9461/121.90 ; longdistance dqf 0.9990/0.9508/153.20,panel_seed_complete,first completed 18052 panel seed; hold for five-seed aggregation,3219344,640,0.23,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel18052_seed18153_p1,C,training-contract,1874,18153,base+full_locked+finalquery_heavy+longdistance,completed,4b36261,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel seed-panel root 18052,best_val dqf 0.9985/0.9384/121.11 ; full_locked dqf 0.9990/0.9421/121.34 ; finalquery_heavy dqf 0.9966/0.9363/120.91 ; longdistance dqf 0.9966/0.9487/153.13,panel_seed_complete,second completed 18052 panel seed; hold for five-seed aggregation,3219344,640,0.23,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel18052_seed18154_p1,C,training-contract,1874,18154,base+full_locked+finalquery_heavy+longdistance,completed,0171986,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel seed-panel root 18052,best_val dqf 0.9985/0.9474/121.83 ; full_locked dqf 1.0000/0.9468/121.94 ; finalquery_heavy dqf 0.9971/0.9424/121.47 ; longdistance dqf 0.9990/0.9522/153.71,panel_seed_complete,third completed 18052 panel seed; hold for five-seed aggregation,3219344,640,0.20,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel18052_seed18155_p1,C,training-contract,1874,18155,base+full_locked+finalquery_heavy+longdistance,completed,0171986,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel seed-panel root 18052,best_val dqf 0.9976/0.9394/121.30 ; full_locked dqf 0.9985/0.9449/121.55 ; finalquery_heavy dqf 0.9966/0.9430/121.62 ; longdistance dqf 0.9990/0.9446/152.35,panel_seed_complete,fourth completed 18052 panel seed; only the fifth seed remains for panel aggregation,3219344,640,0.20,1
hard_st_b_v2_teacher1821_contentpath_resume18015_sidecarkv4_payloadaux040_fqonly_seed18221_p1,F,characterization,1821,18221,base+full_locked+finalquery_heavy+longdistance,config_ready,c774d59,results/phase15_anchor/hard_st_b_v2_teacher1821_anchor17101_selectlexi_hardslice_seed18015_p1/hard_st_best.pt,17101,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,1821 portability sanity for sidecarkv4 payloadaux040 recipe,,,,3219860,640,,1
hard_st_b_v2_teacher1821_contentpath_resume18015_sidecarkv4_hardslice_fqhld_selectlexi_seed18222_p1,F,characterization,1821,18222,base+full_locked+finalquery_heavy+longdistance,config_ready,c774d59,results/phase15_anchor/hard_st_b_v2_teacher1821_anchor17101_selectlexi_hardslice_seed18015_p1/hard_st_best.pt,17101,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,1821 portability sanity for sidecarkv4 hard-slice recipe,,,,3219344,640,,1
hard_st_b_v2_teacher1879_contentpath_resume18016_sidecarkv4_payloadaux040_fqonly_seed18291_p1,F,characterization,1879,18291,base+full_locked+finalquery_heavy+longdistance,config_ready,c774d59,results/phase15_anchor/hard_st_b_v2_teacher1879_anchor17103_selectlexi_hardslice_seed18016_p1/hard_st_best.pt,17103,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,1879 negative-control sanity for sidecarkv4 payloadaux040 recipe,,,,3219860,640,,1
hard_st_b_v2_teacher1879_contentpath_resume18016_sidecarkv4_hardslice_fqhld_selectlexi_seed18292_p1,F,characterization,1879,18292,base+full_locked+finalquery_heavy+longdistance,config_ready,c774d59,results/phase15_anchor/hard_st_b_v2_teacher1879_anchor17103_selectlexi_hardslice_seed18016_p1/hard_st_best.pt,17103,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,1879 negative-control sanity for sidecarkv4 hard-slice recipe,,,,3219344,640,,1
