run_name,cluster,budget_bucket,hypothesis,source_family,seed,split_ids,status,commit,parent_checkpoint,route_anchor,content_teacher,memory_router_control_frozen,trainable_components,aux_or_distill_targets,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1874_contentbranch_resume16045_sidecar_payloadaux040_seed17063_p1,D,gated_architecture,Payload-aux sidecar is the non-teacher content-only architectural control once the plain sidecar failed the hard-slice gate,1874,17063,base+full_locked+finalquery_heavy+longdistance,completed,b78ec43,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,payload aux weight 0.40 final_query_only + zero-init residual sidecar from final_sink_state,best_val dqf 0.9980/0.9404/121.25 ; full_locked dqf 0.9991/0.9533/122.61 ; finalquery_heavy dqf 0.9988/0.9363/120.90 ; longdistance dqf 0.9965/0.9411/152.27,retired_after_locked_confirm,"hard-slice held and rerun matched exactly, but locked confirm still fell back to full_locked dqf 0.2874/0.8850/116.22 and finalquery_heavy dqf 0.2976/0.8789/115.56",2155336,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_sidecar_teacher16081_hardslice_fqhld_seed17064_p1,D,gated_architecture,Teacher-plus-hard-slice sidecar is the strongest remaining content-only modular branch after the first gated pair retired,1874,17064,base+full_locked+finalquery_heavy+longdistance,completed,b78ec43,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + zero-init residual sidecar from final_sink_state,best_val dqf 0.9990/0.9374/121.05 ; full_locked dqf 0.9972/0.9356/120.99 ; finalquery_heavy dqf 0.9982/0.9479/121.98 ; longdistance dqf 0.9958/0.9473/153.14,retired_after_hardslice_gate,summary stayed late-route and competitive but the full_locked hard-slice audit lost 3 of 4 late-relaxed disagreements to 17011 and increased late_wrong_content from 1 to 3,2148100,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_sidecar_payloadaux040_seed17063_rerun1,D,gated_architecture,Exact same-seed rerun for the first sidecar branch that held the phase14 content-failure hard slice against 17011,1874,17063,base+full_locked+finalquery_heavy+longdistance,completed,7fd7cec,results/phase14_dev/20260326_023533_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_sidecar_payloadaux040_seed17063_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+factorized_payload_head+readout,payload aux weight 0.40 final_query_only + zero-init residual sidecar from final_sink_state,best_val dqf 0.9980/0.9404/121.25 ; full_locked dqf 0.9991/0.9533/122.61 ; finalquery_heavy dqf 0.9988/0.9363/120.90 ; longdistance dqf 0.9965/0.9411/152.27,rerun_clean,exact rerun matched original 17063 exactly on all recorded DQF slices and promoted the branch into locked confirm,2155336,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base_panel_seed17131_p1,B,main,First five-seed panel root for the rerun-clean dual-anchor base candidate to measure whether its route and content behavior stay stable across fresh seeds,1874,17131,base+full_locked+finalquery_heavy+longdistance,completed,fdd36bb,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),best_val dqf 0.9940/0.9454/121.85 ; full_locked dqf 0.9981/0.9365/120.74 ; finalquery_heavy dqf 0.9951/0.9473/122.08 ; longdistance dqf 0.9965/0.9487/153.08,panel_seed_complete,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base_panel_seed17132_p1,B,main,First five-seed panel root for the rerun-clean dual-anchor base candidate to measure whether its route and content behavior stay stable across fresh seeds,1874,17132,base+full_locked+finalquery_heavy+longdistance,completed,316a8ad,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),best_val dqf 0.9980/0.9414/121.73 ; full_locked dqf 0.9963/0.9449/121.97 ; finalquery_heavy dqf 0.9939/0.9455/121.89 ; longdistance dqf 0.9986/0.9522/153.53,panel_seed_complete,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base_panel_seed17133_p1,B,main,First five-seed panel root for the rerun-clean dual-anchor base candidate to measure whether its route and content behavior stay stable across fresh seeds,1874,17133,base+full_locked+finalquery_heavy+longdistance,completed,316a8ad,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),best_val dqf 0.9980/0.9444/121.77 ; full_locked dqf 0.9963/0.9384/121.19 ; finalquery_heavy dqf 0.9951/0.9394/121.36 ; longdistance dqf 0.9951/0.9550/153.76,panel_seed_complete,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base_panel_seed17134_p1,B,main,First five-seed panel root for the rerun-clean dual-anchor base candidate to measure whether its route and content behavior stay stable across fresh seeds,1874,17134,base+full_locked+finalquery_heavy+longdistance,completed,316a8ad,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),best_val dqf 0.9990/0.9653/67.30; full_locked dqf 0.9972/0.9514/122.30; finalquery_heavy dqf 0.9969/0.9418/121.52; longdistance dqf 0.9986/0.9425/152.04,pending,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base_panel_seed17135_p1,B,main,First five-seed panel root for the rerun-clean dual-anchor base candidate to measure whether its route and content behavior stay stable across fresh seeds,1874,17135,base+full_locked+finalquery_heavy+longdistance,completed,316a8ad,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),best_val dqf 0.9990/0.9697/67.62; full_locked dqf 0.9991/0.9449/121.55; finalquery_heavy dqf 0.9963/0.9382/121.30; longdistance dqf 0.9965/0.9556/153.78,pending,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly_panel_seed17224_p1,A,main,Five-seed panel root for the teacher-first content-hidden distillation candidate to measure whether its hard-slice gains survive fresh seeds before declaring the branch exhausted,1874,17224,base+full_locked+finalquery_heavy+longdistance,completed,ca20a67,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9976/0.9736/68.12; full_locked dqf 0.9944/0.9384/121.29; finalquery_heavy dqf 0.9957/0.9516/122.46; longdistance dqf 0.9958/0.9529/153.16,pending,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly_panel_seed17225_p1,A,main,Five-seed panel root for the teacher-first content-hidden distillation candidate to measure whether its hard-slice gains survive fresh seeds before declaring the branch exhausted,1874,17225,base+full_locked+finalquery_heavy+longdistance,completed,ca20a67,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9976/0.9727/68.06; full_locked dqf 0.9972/0.9449/121.77; finalquery_heavy dqf 0.9969/0.9486/121.98; longdistance dqf 0.9965/0.9480/152.87,pending,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly_panel_seed17226_p1,A,main,Five-seed panel root for the teacher-first content-hidden distillation candidate to measure whether its hard-slice gains survive fresh seeds before declaring the branch exhausted,1874,17226,base+full_locked+finalquery_heavy+longdistance,completed,3f67238,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9966/0.9707/67.88; full_locked dqf 0.9935/0.9421/121.70; finalquery_heavy dqf 0.9963/0.9400/121.34; longdistance dqf 0.9951/0.9501/153.30,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly_panel_seed17227_p1,A,main,Five-seed panel root for the teacher-first content-hidden distillation candidate to measure whether its hard-slice gains survive fresh seeds before declaring the branch exhausted,1874,17227,base+full_locked+finalquery_heavy+longdistance,completed,3f67238,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9990/0.9717/67.93; full_locked dqf 0.9953/0.9402/121.00; finalquery_heavy dqf 0.9939/0.9351/120.73; longdistance dqf 0.9951/0.9446/152.52,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly_panel_seed17228_p1,A,main,Five-seed panel root for the teacher-first content-hidden distillation candidate to measure whether its hard-slice gains survive fresh seeds before declaring the branch exhausted,1874,17228,base+full_locked+finalquery_heavy+longdistance,completed,6d33ae0,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9976/0.9653/67.40; full_locked dqf 0.9963/0.9374/120.70; finalquery_heavy dqf 0.9969/0.9394/121.05; longdistance dqf 0.9979/0.9473/152.93,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly_panel_seed17231_p1,A,main,Five-seed panel root for the stronger teacher-first content-hidden distillation candidate to measure whether the heavier content target behaves consistently across fresh seeds,1874,17231,base+full_locked+finalquery_heavy+longdistance,completed,6d33ae0,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 final_query_only,best_val dqf 0.9976/0.9678/67.44; full_locked dqf 0.9972/0.9402/121.04; finalquery_heavy dqf 0.9969/0.9455/121.98; longdistance dqf 0.9945/0.9473/152.81,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly_panel_seed17232_p1,A,main,Five-seed panel root for the stronger teacher-first content-hidden distillation candidate to measure whether the heavier content target behaves consistently across fresh seeds,1874,17232,base+full_locked+finalquery_heavy+longdistance,completed,6d33ae0,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 final_query_only,best_val dqf 0.9990/0.9717/67.93; full_locked dqf 0.9991/0.9514/122.22; finalquery_heavy dqf 0.9988/0.9345/120.81; longdistance dqf 0.9972/0.9404/151.68,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly_panel_seed17233_p1,A,main,Five-seed panel root for the stronger teacher-first content-hidden distillation candidate to measure whether the heavier content target behaves consistently across fresh seeds,1874,17233,base+full_locked+finalquery_heavy+longdistance,completed,6d33ae0,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 final_query_only,best_val dqf 0.9966/0.9756/68.35; full_locked dqf 0.9981/0.9374/121.21; finalquery_heavy dqf 0.9933/0.9400/121.43; longdistance dqf 0.9938/0.9376/151.55,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly_panel_seed17234_p1,A,main,Five-seed panel root for the stronger teacher-first content-hidden distillation candidate to measure whether the heavier content target behaves consistently across fresh seeds,1874,17234,base+full_locked+finalquery_heavy+longdistance,completed,6d33ae0,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 final_query_only,best_val dqf 0.9980/0.9771/68.47; full_locked dqf 0.9963/0.9384/121.19; finalquery_heavy dqf 0.9976/0.9339/120.56; longdistance dqf 0.9965/0.9418/152.29,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly_panel_seed17235_p1,A,main,Five-seed panel root for the stronger teacher-first content-hidden distillation candidate to measure whether the heavier content target behaves consistently across fresh seeds,1874,17235,base+full_locked+finalquery_heavy+longdistance,completed,da0b97d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 final_query_only,best_val dqf 0.9961/0.9707/67.86; full_locked dqf 1.0000/0.9458/122.06; finalquery_heavy dqf 0.9976/0.9186/119.05; longdistance dqf 0.9993/0.9466/152.84,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel_seed17241_p1,C,main,Five-seed panel root for the teacher-plus-hard-slice candidate to test whether its summary-time content gains survive seed variance before final retirement,1874,17241,base+full_locked+finalquery_heavy+longdistance,completed,69c9ce9,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9976/0.9736/68.23; full_locked dqf 0.9972/0.9440/121.78; finalquery_heavy dqf 0.9951/0.9320/120.76; longdistance dqf 0.9972/0.9473/152.87,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel_seed17242_p1,C,main,Five-seed panel root for the teacher-plus-hard-slice candidate to test whether its summary-time content gains survive seed variance before final retirement,1874,17242,base+full_locked+finalquery_heavy+longdistance,completed,69c9ce9,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9961/0.9634/67.10; full_locked dqf 0.9916/0.9365/121.43; finalquery_heavy dqf 0.9945/0.9339/120.88; longdistance dqf 0.9951/0.9501/153.03,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel_seed17243_p1,C,main,Five-seed panel root for the teacher-plus-hard-slice candidate to test whether its summary-time content gains survive seed variance before final retirement,1874,17243,base+full_locked+finalquery_heavy+longdistance,completed,ed81ec6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9966/0.9639/67.30; full_locked dqf 0.9944/0.9300/120.11; finalquery_heavy dqf 0.9976/0.9443/121.69; longdistance dqf 0.9958/0.9432/152.32,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel_seed17244_p1,C,main,Five-seed panel root for the teacher-plus-hard-slice candidate to test whether its summary-time content gains survive seed variance before final retirement,1874,17244,base+full_locked+finalquery_heavy+longdistance,completed,ed81ec6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9990/0.9722/67.95; full_locked dqf 0.9972/0.9430/121.56; finalquery_heavy dqf 0.9994/0.9492/122.03; longdistance dqf 0.9972/0.9362/151.95,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel_seed17245_p1,C,main,Five-seed panel root for the teacher-plus-hard-slice candidate to test whether its summary-time content gains survive seed variance before final retirement,1874,17245,base+full_locked+finalquery_heavy+longdistance,completed,f8cbd4f,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9961/0.9722/68.04; full_locked dqf 0.9935/0.9346/120.63; finalquery_heavy dqf 0.9988/0.9388/121.06; longdistance dqf 0.9958/0.9480/152.96,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel_seed17251_p1,C,main,Five-seed panel root for the no-teacher hard-slice control to measure whether its rerun-clean late-route gains persist across seeds despite the confirm ceiling,1874,17251,base+full_locked+finalquery_heavy+longdistance,completed,f8cbd4f,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9985/0.9702/67.73; full_locked dqf 0.9991/0.9477/122.20; finalquery_heavy dqf 0.9951/0.9492/122.32; longdistance dqf 0.9972/0.9459/152.77,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel_seed17252_p1,C,main,Five-seed panel root for the no-teacher hard-slice control to measure whether its rerun-clean late-route gains persist across seeds despite the confirm ceiling,1874,17252,base+full_locked+finalquery_heavy+longdistance,completed,afa6527,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9980/0.9692/67.73; full_locked dqf 1.0000/0.9384/121.10; finalquery_heavy dqf 0.9994/0.9320/120.48; longdistance dqf 0.9958/0.9390/152.11,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel_seed17253_p1,C,main,Five-seed panel root for the no-teacher hard-slice control to measure whether its rerun-clean late-route gains persist across seeds despite the confirm ceiling,1874,17253,base+full_locked+finalquery_heavy+longdistance,completed,afa6527,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9980/0.9673/67.59; full_locked dqf 1.0000/0.9412/121.63; finalquery_heavy dqf 0.9982/0.9461/121.88; longdistance dqf 0.9972/0.9536/153.42,trainer_summary_only,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel_seed17254_p1,C,main,Five-seed panel root for the no-teacher hard-slice control to measure whether its rerun-clean late-route gains persist across seeds despite the confirm ceiling,1874,17254,base+full_locked+finalquery_heavy+longdistance,running,afa6527,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,launched at results/phase14_panel/hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel/seed17254,running,,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel_seed17255_p1,C,main,Five-seed panel root for the no-teacher hard-slice control to measure whether its rerun-clean late-route gains persist across seeds despite the confirm ceiling,1874,17255,base+full_locked+finalquery_heavy+longdistance,running,afa6527,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,launched at results/phase14_panel/hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_panel/seed17255,running,,2114820,640,,1
hard_st_b_v2_teacher1821_base_hardslice_fqhld_selectlexi_seed17101_p1,F,characterization,Apply the strongest non-teacher hard-slice lexicographic recipe to the secondary-source 1821 anchor as the bounded portability sanity check,1821,17101,base+full_locked+finalquery_heavy+longdistance,config_ready,06a134c,,16092,none,yes,readout+factorized_+trajectory_bank_,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,config scaffolded,pending,,2155113,640,,1
hard_st_b_v2_teacher1821_base_hardslice_fqfld_selectgeo_seed17102_p1,F,characterization,Apply the stronger full_locked-aware weighted-geomean selector to 1821 to test whether the portability sanity depends on the exact hard-slice protocol,1821,17102,base+full_locked+finalquery_heavy+longdistance,config_ready,06a134c,,16092,none,yes,readout+factorized_+trajectory_bank_,aux full_locked/finalqueryheavy/longdistance + weighted_geomean selector,config scaffolded,pending,,2155113,640,,1
hard_st_b_v2_teacher1879_base_hardslice_fqhld_selectlexi_seed17103_p1,F,characterization,Apply the strongest non-teacher hard-slice lexicographic recipe to the 1879 negative control to verify that the selector protocol does not create a false positive late-route content win,1879,17103,base+full_locked+finalquery_heavy+longdistance,config_ready,06a134c,,16093,none,yes,reader_head_only,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,config scaffolded,pending,,4788,640,,1
hard_st_b_v2_teacher1879_base_hardslice_fqfld_selectgeo_seed17104_p1,F,characterization,Apply the full_locked-aware weighted-geomean selector to the 1879 negative control as the second bounded sanity recipe,1879,17104,base+full_locked+finalquery_heavy+longdistance,config_ready,06a134c,,16093,none,yes,reader_head_only,aux full_locked/finalqueryheavy/longdistance + weighted_geomean selector,config scaffolded,pending,,4788,640,,1
