run_name,cluster,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,notes
hard_st_b_v2_router2_setclear_base_seed960_p1,D_alt_discovery,Running the plain router2 setclear baseline under the phase-6 bookkeeping gives a fair anchor against the more specialized discovery variants and closes the initial dev config surface.,router2_setclear_base,960,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_router2_setclear_base.yaml,results/phase6_dev/hard_st_b_v2_router2_setclear_base_seed960_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_router2_setclear_base_seed960_p1/summary.json,,"Plain router2/setclear baseline is weak inside the same phase-6 setup: test overall=0.4580, route_match=0.2676, fq_acc=0.2620, fq_route=0.0, fq_exit=2.87. This closes the initial phase-6 dev config surface with a clean baseline anchor."
hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_memoryreadout_seed986_rerun1,,,,,,,,,,,,,,completed,yes,,,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_memoryreadout_seed986_rerun1/summary.json,,"Exact same-seed rerun matched the stronger memoryheavy-exitselect memoryreadout bridge numerically: test overall=0.7354, route_match=0.6517, fq_acc=0.4586, fq_route=0.2894, fq_exit=61.98. Lighter reopening is now a verified improvement over sinkcore for this weaker C-family source."
hard_st_b_v2_controlsticky_keepalive_refine_adapter_seed989_p1,,,,,,,,,,,,,,,,,,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_adapter_seed989_p1/artifacts/phase6_verify/verification.json,"Adapter-only keepalive reopening is viable but clearly weaker than memoryreadout/sinkcore: trainer test overall=0.8652, route_match=0.7992, fq_acc=0.8082, fq_route=0.7313, fq_exit=127.00. Independent verification stayed close on test (0.8626/0.8034/0.7955/0.7253) and confirm (0.8606/0.8096/0.7918/0.7332)."
hard_st_b_v2_controlsticky_keepalive_refine_adapter_seed989_rerun1,,,,,,,,,,,,,,completed,yes,,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_adapter_seed989_rerun1/summary.json,,"Exact same-seed rerun matched the adapter-only keepalive bridge numerically: test overall=0.8652, route_match=0.7992, fq_acc=0.8082, fq_route=0.7313, fq_exit=127.00. This is now a verified intermediate reopening regime."
hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_p1,A_recovery,"Paired comparison against sinkcore and memoryreadout on the weaker memoryheavy-exitselect source: if adapter-only reopening is enough, most of this family's gain comes from preserving route timing with minimal content correction.",controlsetclear_memoryheavy_exitselect_refine-adapter,986,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter.yaml,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_p1/summary.json,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_p1/artifacts/phase6_verify/verification.json,"Adapter-only reopening on the weaker memoryheavy-exitselect source landed in a real tradeoff regime: trainer test overall=0.6637, route_match=0.6631, fq_acc=0.3115, fq_route=0.3108, fq_exit=64.17. Independent verification stayed close on test (0.6738/0.6745/0.3322/0.3336/66.99) and confirm (0.6479/0.6565/0.3041/0.3211/65.06)."
hard_st_b_v2_router2_forceoracle_release_refine_adapter_seed990_p1,A_recovery,"Paired comparison against sinkcore and memoryreadout on the weaker forceoracle source: if adapter-only reopening is enough, most of the residual error is readout-level rather than broader content repair.",forceoracle_release_refine-adapter,990,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_seed990_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_router2_forceoracle_release_refine_adapter.yaml,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_refine_adapter_seed990_p1,completed,no,true,Dominated by memoryreadout on the same reproduced source checkpoint.,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_refine_adapter_seed990_p1/summary.json,,"Forceoracle adapter-only reopening is slightly worse than memoryreadout across the board: test overall=0.6423, route_match=0.5316, fq_acc=0.3309, fq_route=0.1230, fq_exit=75.18. No rerun queued because it is cleanly dominated by the lighter memoryreadout bridge."
hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_rerun1,A_recovery,Exact rerun of the weaker-family adapter tradeoff point to determine whether its surprisingly higher final-query route match than memoryreadout is real or just seed noise.,controlsetclear_memoryheavy_exitselect_refine-adapter,986,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter.yaml,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_refine_adapter_seed986_rerun1/summary.json,,"Exact same-seed rerun matched the weaker-family adapter tradeoff point numerically: test overall=0.6637, route_match=0.6631, fq_acc=0.3115, fq_route=0.3108, fq_exit=64.17. This is now a verified boundary point below memoryreadout on task accuracy but with slightly higher final-query route match."
hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_p1,A_recovery,"If the near-perfect keepalive bridge mostly needs memory plus sink/readout repair, dropping packet_adapter should still preserve most of the long-horizon recovery effect.",keepalive_refine-memorysinkreadout,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_memorysinkreadout.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_p1/summary.json,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_p1/artifacts/phase6_verify/verification.json,"Strong-basin ablation stayed near the keepalive memoryreadout bridge even without packet_adapter: trainer test overall=0.9561, route_match=0.9268, fq_acc=0.9753, fq_route=0.9659, fq_exit=125.41. Independent verification stayed close on test (0.9567/0.9290/0.9766/0.9679/125.79) and confirm (0.9565/0.9307/0.9685/0.9559/125.09)."
hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_rerun1,A_recovery,Exact rerun of the strong-basin memorysinkreadout ablation to determine whether dropping packet_adapter still reproduces the near-perfect keepalive bridge.,keepalive_refine-memorysinkreadout,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_memorysinkreadout.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memorysinkreadout_seed989_rerun1/summary.json,,"Exact same-seed rerun matched the memorysinkreadout keepalive bridge numerically: test overall=0.9561, route_match=0.9268, fq_acc=0.9753, fq_route=0.9659, fq_exit=125.41. This is now a verified result: reopened memory plus sink/readout is enough; packet_adapter is not essential in the strong keepalive basin."
hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_p1,A_recovery,"If the strong keepalive bridge mostly needs sink/readout correction and route preservation, readout-only reopening should retain more of the long-horizon gain than expected; if it collapses, reopened memory is the crucial ingredient.",keepalive_refine-readoutonly,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_readoutonly.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_p1/summary.json,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_p1/artifacts/phase6_verify/verification.json,"Minimal-opening ablation remained viable but clearly weaker than memorysinkreadout: trainer test overall=0.8571, route_match=0.7900, fq_acc=0.7914, fq_route=0.7126, fq_exit=127.00. Independent verification stayed close on test (0.8633/0.7933/0.7928/0.7052/127.00) and confirm (0.8606/0.8003/0.7855/0.7148/126.90)."
hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_rerun1,A_recovery,Exact rerun of the strong-basin readout-only ablation to determine whether nearly all of the keepalive bridge can survive without reopening memory at all.,keepalive_refine-readoutonly,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_readoutonly.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_readoutonly_seed989_rerun1/summary.json,,"Exact same-seed rerun matched the readout-only keepalive ablation numerically: test overall=0.8571, route_match=0.7900, fq_acc=0.7914, fq_route=0.7126, fq_exit=127.00. Readout-only is a stable but clearly weaker regime than reopening memory."
hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_p1,A_recovery,"If sink_proj is not a major part of the strong keepalive recovery, reopening memory plus readout without sink_proj should remain close to the memorysinkreadout result.",keepalive_refine-memoryreadout-nosink,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_p1/summary.json,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_p1/artifacts/phase6_verify/verification.json,"Strong-basin isolation run stayed near-perfect and verification matched closely: trainer test overall=0.9596, route_match=0.9258, fq_acc=0.9793, fq_route=0.9706, fq_exit=125.92. Independent verification stayed close on test (0.9544/0.9225/0.9746/0.9652/125.90) and confirm (0.9600/0.9329/0.9748/0.9661/125.59)."
hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_p1,A_recovery,"If fixed sink/readout are already adequate once memory is reopened, memory-only refinement should preserve a meaningful share of the strong keepalive bridge.",keepalive_refine-memoryonly,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_memoryonly.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_p1/summary.json,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_p1/artifacts/phase6_verify/verification.json,"Strong-basin isolation run showed reopened memory alone was enough: trainer test overall=0.9613, route_match=0.9323, fq_acc=0.9826, fq_route=0.9739, fq_exit=126.13. Independent verification stayed close on test (0.9567/0.9229/0.9753/0.9659/125.93) and confirm (0.9641/0.9348/0.9777/0.9700/125.75)."
hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_rerun1,A_recovery,Exact rerun of the strong-basin memory_+readout-without-sink ablation to test whether sink_proj is truly unnecessary.,keepalive_refine-memoryreadout-nosink,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryreadout_nosink_seed989_rerun1/summary.json,,"Exact same-seed rerun matched the memoryreadout-nosink keepalive bridge numerically: test overall=0.9596, route_match=0.9258, fq_acc=0.9793, fq_route=0.9706, fq_exit=125.92. sink_proj is not required in the strong keepalive basin."
hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_rerun1,A_recovery,Exact rerun of the strong-basin memory-only ablation to determine whether reopened memory alone is enough in the keepalive basin.,keepalive_refine-memoryonly,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_refine_memoryonly.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_refine_memoryonly_seed989_rerun1/summary.json,,"Exact same-seed rerun matched the memory-only keepalive bridge numerically: test overall=0.9613, route_match=0.9323, fq_acc=0.9826, fq_route=0.9739, fq_exit=126.13. reopened memory alone is enough for near-perfect recovery in the strong keepalive basin."
