run_name,cluster,half,hypothesis,source_family,seed,split_ids,status,commit,parent_checkpoint,frozen_views,trajectory_bank,route_trace_features,memory_router_control_frozen,trainable_components,content_teacher_or_distill,es_stage,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1874_factorized_temporalbank_query_film_noroute_seed15058_p1,B,fruitful,No-route temporal factorized FiLM reader tests whether query-conditioned affine modulation helps when route features are removed,1874,15058,base+full_locked+finalquery_heavy,scout_complete,c2c1716,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9790 fq_acc=0.9662 fq_route=0.9454 fq_exit=121.97; base overall=0.9762 fq_acc=0.9619 fq_route=0.9465 fq_exit=121.88,pending,"The route-blind FiLM temporal factorized branch trains cleanly but is clearly below the bilinear companion on content fit, so it is a secondary control rather than the main promotion target.",90857,719,0.055,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_payloadqueryaux_noroute_seed15059_p1,B,fruitful,Payload+query auxiliary companion tests whether the strongest no-route temporal bilinear factorization benefits from narrow latent supervision,1874,15059,base+full_locked+finalquery_heavy,scout_complete,e0ba6ee,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank+payload_query_aux,no,none,val overall=0.9995 fq_acc=0.9990 fq_route=0.9464 fq_exit=121.73; base overall=0.9977 fq_acc=0.9960 fq_route=0.9385 fq_exit=121.06,pending,"The payload+query auxiliaries preserve the new no-route temporal bilinear boundary but do not clearly improve on 15057, so the plain bilinear reader remains the stronger promotion target.",2156145,719,0.057,1
hard_st_b_v2_teacher1821_factorized_temporalbank_query_bilinear_noroute_seed15060_p1,B,fruitful,Portability check for the strongest no-route temporal bilinear factorized reader on 1821,1821,15060,base+full_locked+finalquery_heavy,confirm_complete,e0ba6ee,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9590 fq_acc=0.9891 fq_route=0.9285 fq_exit=122.95; base overall=0.9528 fq_acc=0.9793 fq_route=0.9064 fq_exit=121.59; confirm full_locked=0.5952/0.2582/0.8237/115.80 finalquery_heavy=0.3838/0.2428/0.8278/115.74 longdistance=0.4463/0.2370/0.7930/142.07,confirm_complete,"The no-route temporal bilinear reader is a real 1821 portability gain on base behavior, but locked confirm falls back into the established medium-source regime instead of opening a new frontier.",2155113,647,0.057,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_gated_noroute_seed15061_p1,B,fruitful,Fair gated-combiner control on the exact same no-route temporal bank as 15057 tests whether bilinear fusion is really the source of the new boundary,1874,15061,base+full_locked+finalquery_heavy,scout_complete,eb85959,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9951 fq_acc=0.9901 fq_route=0.9484 fq_exit=122.21; base overall=0.9935 fq_acc=0.9866 fq_route=0.9485 fq_exit=122.06,pending,"The no-route gated control preserves more route than 15057, but it gives back clear content accuracy, so bilinear remains the best factorized temporal combiner on this bank.",108009,719,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_concat_noroute_seed15062_p1,B,fruitful,Fair concat-combiner control on the exact same no-route temporal bank as 15057 tests whether the gain survives without multiplicative content/query fusion,1874,15062,base+full_locked+finalquery_heavy,scout_complete,eb85959,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9868 fq_acc=0.9841 fq_route=0.9414 fq_exit=121.46; base overall=0.9867 fq_acc=0.9806 fq_route=0.9499 fq_exit=122.46,pending,"The no-route concat control is cleaner than the earlier sink-only factorized baselines, but it is clearly below both bilinear and gated on content fit, so it retires as a weaker combiner on the same bank.",107753,719,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_panel_seed15157,B,fruitful,First seed-panel run for the strongest no-route temporal bilinear reader begins the five-seed variance check on the current 1874 frontier,1874,15157,base+full_locked+finalquery_heavy,seed_panel_complete,695bae6,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9990 fq_acc=0.9980 fq_route=0.9384 fq_exit=121.00; base overall=0.9990 fq_acc=0.9987 fq_route=0.9425 fq_exit=121.61,pending,"The first panel seed stayed squarely in the same high-base regime as 15057, so the full five-seed panel remains justified.",2155113,719,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_panel_seed15158,B,fruitful,Second seed-panel run for the strongest no-route temporal bilinear reader begins the five-seed variance check on the current 1874 frontier,1874,15158,base+full_locked+finalquery_heavy,seed_panel_complete,695bae6,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9990 fq_acc=0.9990 fq_route=0.9454 fq_exit=121.83; base overall=0.9990 fq_acc=0.9987 fq_route=0.9465 fq_exit=121.87,pending,"The second panel seed is also competitive and consistent with 15057, so there is no early variance collapse blocking the remaining panel seeds.",2155113,719,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_panel_seed15159,B,fruitful,Third seed-panel run for the strongest no-route temporal bilinear reader continues the five-seed variance check on the current 1874 frontier,1874,15159,base+full_locked+finalquery_heavy,seed_panel_complete,0216df7,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,base overall=0.9984 fq_acc=0.9980 fq_route=0.9592 fq_exit=123.22,pending,"The third panel seed stayed in the same high-base regime and even raised route match, reinforcing that the no-route temporal bilinear branch is variance-stable on base behavior.",2155113,719,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_panel_seed15160,B,fruitful,Fourth seed-panel run for the strongest no-route temporal bilinear reader continues the five-seed variance check on the current 1874 frontier,1874,15160,base+full_locked+finalquery_heavy,seed_panel_complete,0216df7,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,base overall=0.9967 fq_acc=0.9947 fq_route=0.9425 fq_exit=121.60,pending,"The fourth panel seed is slightly softer on content than the others but still remains in the same narrow high-base band, completing the five-seed base panel without a variance collapse.",2155113,719,0.056,1
hard_st_b_v2_teacher1842_factorized_temporalbank_query_bilinear_noroute_seed15063_p1,C,fruitful,Portability test for the strongest 1874 no-route temporal bilinear reader on 1842 answers whether the same bank and combiner transfer to the other decodable strong source,1842,15063,base+full_locked+finalquery_heavy,confirm_complete,8848bbf,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9336 fq_acc=0.9821 fq_route=0.8997 fq_exit=121.39; base overall=0.9180 fq_acc=0.9779 fq_route=0.9071 fq_exit=121.25; confirm full_locked=0.5925/0.2592/0.8090/114.83 finalquery_heavy=0.3818/0.2407/0.8116/114.86 longdistance=0.4456/0.2377/0.7693/140.50,confirm_complete,"The 1842 bilinear portability branch is a real base-side gain and exactly reproduces from scratch, but its locked confirm falls back into the established secondary-source regime rather than approaching the 1874 ceiling.",2155113,695,0.056,1
hard_st_b_v2_teacher1842_factorized_temporalbank_query_gated_noroute_seed15064_p1,C,fruitful,Fair gated portability control on 1842 tests whether the 1874 bilinear advantage survives source transfer or whether the source prefers a route-friendlier combiner,1842,15064,base+full_locked+finalquery_heavy,scout_complete,8848bbf,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.7305 fq_acc=0.5214 fq_route=0.9076 fq_exit=122.61; base overall=0.7288 fq_acc=0.5307 fq_route=0.9138 fq_exit=122.22,pending,"The gated 1842 portability control retains route but gives back far too much content, so the portability answer again favors bilinear over gated on the same no-route bank.",108009,695,0.056,1
hard_st_b_v2_teacher1842_factorized_temporalbank_query_bilinear_noroute_seed15063_rerun1,C,fruitful,Exact same-seed rerun for the strongest 1842 portability branch tests whether the source-transfer gain is stable enough for confirm budget,1842,15063,base+full_locked+finalquery_heavy,rerun_complete,8848bbf,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,Selected-checkpoint metrics match the original exactly: val overall=0.9336 fq_acc=0.9821 fq_route=0.8997 fq_exit=121.39; base overall=0.9180 fq_acc=0.9779 fq_route=0.9071 fq_exit=121.25,exact_selected_metrics_match,"The exact rerun reproduced the original 1842 selected checkpoint metrics bit-for-bit, so the portability result is stable even though the held-confirm regime remains secondary-source limited.",2155113,695,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_srcdistill_9142_delayed_lw015_seed15065_p1,D,fruitful,Narrow delayed-only content distillation from the strong 9142 anchor tests whether the best 1874 temporal bilinear reader still has held-confirm headroom once content targets are made more explicit,1874,15065,base+full_locked+finalquery_heavy,scout_complete,4db6d30,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank+teacher_logits,yes,none,val overall=0.9985 fq_route=0.9648 fq_exit=67.04; test overall=0.9984 fq_route=0.9743 fq_exit=67.61,summary_only,weaker than 15057 on dev selector and off-regime on exit timing; no locked confirm follow-up,2155113,719,0.092,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_srcdistill_9142_finalq_lw025_seed15066_p1,D,fruitful,Final-query-only content distillation from the same 9142 anchor tests whether the best 1874 temporal bilinear reader benefits from a narrower query-time teacher signal rather than delayed-only shaping,1874,15066,base+full_locked+finalquery_heavy,confirm_complete,4db6d30,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank+teacher_logits,yes,none,val overall=0.9990 fq_route=0.9727 fq_exit=67.94; verify full_locked overall=0.6487 fq_route=0.9370 fq_exit=67.25,phase12_verify,tied dev score but confirm stayed off-regime and did not improve held-confirm content or late-route fidelity,2155113,719,0.092,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_srcdistill_9142_delayed_lw010_seed15067_p1,D,fruitful,A lighter delayed_only logits teacher may preserve the 15057 reader regime while revealing whether any remaining held-confirm headroom exists under the strong 9142 content target.,1874,15067,base+full_locked+finalquery_heavy,scout_complete,5ccdc69,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank+teacher_logits,yes,none,val overall=0.9990 fq_route=0.9678 fq_exit=67.41; test overall=0.9980 fq_route=0.9749 fq_exit=67.68,summary_only,best delayed_only control by dev score but still off-regime on exit timing; held-confirm rerun deferred behind Cluster E,2155113,719,0.092,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_srcdistill_9142_finalq_lw015_seed15068_p1,D,fruitful,A lighter final_query_only logits teacher may keep the base 15057 reader boundary intact while testing whether narrower query-time content supervision can lift held confirms.,1874,15068,base+full_locked+finalquery_heavy,scout_complete,5ccdc69,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank+teacher_logits,yes,none,val overall=0.9971 fq_route=0.9707 fq_exit=67.84; test overall=0.9961 fq_route=0.9730 fq_exit=67.46,summary_only,lighter final_query_only teacher remained noncompetitive and off-regime on exit timing,2155113,719,0.092,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_adapter_lowrank_r8_random_seed15071_p1,E,exploration,If generic downstream adapter tuning already exhausts the remaining 15057 headroom then a random low-rank adapter on the exact 15057 boundary should behave like the older phase10 negatives.,1874,15071,base+full_locked+finalquery_heavy,scout_complete,5ccdc69,results/phase12_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_p1/hard_st_best.pt,exit_anchored_sink_window+readout_window,yes,route_blind,yes,readout_adapter_only,no,none,val overall=0.2305 fq_route=0.9697 fq_exit=67.85; test overall=0.2288 fq_route=0.9743 fq_exit=67.70,summary_only,adapter-only random low-rank tuning collapsed content while leaving route high,4096,719,0.052,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_adapter_lowrank_r8_probe_finalreadout_seed15072_p1,E,exploration,If probe-guided directions matter more than random downstream tuning then initializing a low-rank adapter from final_readout_input probe directions should outperform the random adapter on the same 15057 boundary.,1874,15072,base+full_locked+finalquery_heavy,scout_complete,5ccdc69,results/phase12_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_p1/hard_st_best.pt,exit_anchored_sink_window+readout_window+final_readout_input_probe,yes,route_blind,yes,readout_adapter_only,probe_guided_init_only,none,val overall=0.2607 fq_route=0.9683 fq_exit=67.62; test overall=0.2419 fq_route=0.9727 fq_exit=67.37,summary_only,probe-guided final_readout adapter improved on random control slightly but still collapsed content far below usable range,4096,719,0.052,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_adapter_lowrank_r8_probe_content_seed15073_p1,E,exploration,If content-bearing probe directions matter more than fused-readout directions then seeding the low-rank adapter from factorized_content_hidden should recover more content than 15072.,1874,15073,base+full_locked+finalquery_heavy,scout_complete,c55435e,results/phase12_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_p1/hard_st_best.pt,exit_anchored_sink_window+readout_window+factorized_content_probe,yes,route_blind,yes,readout_adapter_only,probe_guided_init_only,none,val overall=0.2949 fq_route=0.9688 fq_exit=67.80; test overall=0.2881 fq_route=0.9775 fq_exit=68.01,summary_only,content-probe low-rank adapter was the least-bad probe-guided variant but still collapsed content into the 0.29 regime while preserving route,4096,719,0.052,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_adapter_affine_probe_finalreadout_seed15074_p1,E,exploration,If probe-guided low-rank structure is too rigid then a probe-scaled affine adapter on the same 15057 boundary should preserve more of the reader while still nudging content-bearing dimensions.,1874,15074,base+full_locked+finalquery_heavy,scout_complete,c55435e,results/phase12_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_p1/hard_st_best.pt,exit_anchored_sink_window+readout_window+final_readout_input_probe,yes,route_blind,yes,readout_adapter_only,probe_guided_init_only,none,val overall=0.2124 fq_route=0.9668 fq_exit=67.40; test overall=0.2314 fq_route=0.9743 fq_exit=67.57,summary_only,probe-scaled affine adapter remained worse than the low-rank content-probe control and far below usable content recovery,512,719,0.052,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_adapter_lowrank_r8_probe_content_seed15073_rerun1,E,exploration,Exact same-seed rerun for the strongest probe-guided adapter closes Cluster E fairly before entering sink changes.,1874,15073,base+full_locked+finalquery_heavy,rerun_complete,c55435e,results/phase12_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_p1/hard_st_best.pt,exit_anchored_sink_window+readout_window+factorized_content_probe,yes,route_blind,yes,readout_adapter_only,probe_guided_init_only,none,Exact rerun match: val overall=0.2949 fq_route=0.9688 fq_exit=67.80; test overall=0.2881 fq_route=0.9775 fq_exit=68.01,exact_rerun_match,15073_rerun1 matched the original probe-guided content adapter bit-for-bit, closing Cluster E as a clean rerun-backed negative.,4096,719,0.052,1
